stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id
50249,37002,אברהם בר/ילדי טהרן,רחוב: אברהם בר עיר: ראשון לציון רציף:  קומה: ,31.984075,34.773098,0,,37002
50250,37003,אברהם בר/דוד סחרוב,רחוב: אברהם בר 13 עיר: ראשון לציון רציף:  קומה: ,31.98812,34.775305,0,,37003
50251,37010,קניון הזהב/אברהם בר,רחוב: אברהם בר עיר: ראשון לציון רציף:  קומה: ,31.989364,34.776058,0,,37010
50252,37001,אברהם בר/ילדי טהרן,רחוב: אברהם בר 2 עיר: ראשון לציון רציף:  קומה: ,31.983014,34.772199,0,,37001
50253,37004,קניון הזהב/אברהם בר,רחוב: אברהם בר עיר: ראשון לציון רציף:  קומה: ,31.989385,34.776371,0,,37004
50254,37011,שייקה דן/לזרוב,רחוב: שייקה דן עיר: ראשון לציון רציף:  קומה: ,31.991695,34.776876,0,,37011
50260,37023,שדרות משה דיין/יוסף לישנסקי,רחוב: שדרות משה דיין 32 עיר: ראשון לציון רציף:  קומה: ,31.986351,34.762775,0,,37023
50788,37496,כביש 44/דרך חיים הרצוג,רחוב: 44 עיר: ראשון לציון רציף:  קומה: ,31.974783,34.840117,0,,37496
50790,37494,כביש 4311/התגלית,רחוב: 4311 עיר: ראשון לציון רציף:  קומה: ,31.94849,34.762274,0,,37494
50843,37516,הר סיני/סעדיה גאון,רחוב: הר סיני 1 עיר: ראשון לציון רציף:  קומה: ,31.946036,34.827446,0,,37516
50894,37567,בנימין שמוטקין/התעשיין,רחוב: בנימין שמוטקין 48 עיר: ראשון לציון רציף:  קומה: ,31.983695,34.814951,0,,37567
51920,2883,תחנה תפעולית/חניון מעוין שורק,רחוב: השגשוג עיר: ראשון לציון רציף:  קומה: ,31.953053,34.776262,0,,2883
52113,3404,ראשון לציון/שרגא רפאלי,רחוב: ראשון לציון עיר: פתח תקווה רציף:  קומה: ,32.105077,34.87624,0,,3404
